Symbol,Wavelength,Ionization Level,A (10^8 s^-1),gUpper,gLower,eUpper,eLower,Intensity (long),Intensity (short)
Tb,405.2843,2,0.142,15,13,3.498,0.439,3.87E-05,1.32E-05
Tb,384.5633,2,0.6194,13,13,4.014,0.79,3.51E-05,1.76E-05
Tb,679.454,2,0.04843,17,17,3.221,1.396,3.37E-05,8.93E-06
Tb,361.9712,2,0.6864,13,11,4.074,0.649,3.32E-05,1.73E-05
Tb,348.9509,2,0.1337,15,17,3.552,0,3.11E-05,1.11E-05
Tb,363.9816,2,0.2337,15,15,3.779,0.373,2.88E-05,1.23E-05
Tb,436.7327,2,0.203,13,11,3.695,0.857,2.73E-05,1.09E-05
Tb,499.3816,2,0.005775,17,15,2.608,0.126,2.67E-05,3.73E-06
Tb,398.1162,2,0.4825,11,11,3.971,0.857,2.59E-05,1.26E-05
Tb,361.1445,2,0.487,13,13,4.074,0.641,2.35E-05,1.23E-05
Tb,487.5574,2,0.006898,15,15,2.668,0.126,2.33E-05,3.48E-06
Tb,526.2106,2,0.008007,15,15,2.729,0.373,2.23E-05,3.56E-06
Tb,388.7661,2,0.05515,13,15,3.315,0.126,2.22E-05,6.43E-06
Tb,359.3064,2,0.2349,15,13,3.889,0.439,2.14E-05,9.88E-06
Tb,819.4831,2,0.03153,15,13,3.2,1.687,2.07E-05,5.36E-06
Tb,367.5784,2,0.3518,13,13,4.014,0.641,1.99E-05,9.99E-06
Tb,402.5712,2,0.1557,13,11,3.728,0.649,1.91E-05,7.85E-06
Tb,361.3679,2,0.6746,13,11,4.287,0.857,1.88E-05,1.11E-05
Tb,350.0281,2,0.06371,17,17,3.541,0,1.73E-05,6.13E-06
Tb,427.6747,2,0.03278,15,15,3.272,0.373,1.73E-05,4.81E-06
Tb,341.0686,2,0.3575,13,13,4.074,0.439,1.73E-05,9.00E-06
Tb,351.6162,2,0.5542,15,13,4.316,0.79,1.66E-05,9.92E-06
Tb,400.0004,2,0.1705,15,13,3.889,0.79,1.55E-05,7.17E-06
Tb,280.9296,2,0.7713,17,15,4.538,0.126,1.51E-05,1.00E-05
Tb,339.3489,2,0.1201,15,15,3.779,0.126,1.48E-05,6.31E-06
Tb,377.5268,2,0.3013,13,13,4.074,0.79,1.46E-05,7.58E-06
Tb,596.7306,2,0.04364,17,17,3.474,1.396,1.44E-05,4.81E-06
Tb,314.0067,2,0.2979,13,15,4.074,0.126,1.44E-05,7.50E-06
Tb,432.643,1,0.404,18,16,2.865,0,1.43E-05,2.52E-06
Tb,580.3141,2,0.04333,19,17,3.532,1.396,1.35E-05,4.74E-06
Tb,332.549,2,0.1153,17,15,3.854,0.126,1.31E-05,5.90E-06
Tb,372.307,2,0.243,11,13,3.971,0.641,1.30E-05,6.36E-06
Tb,327.2375,2,0.1703,13,15,3.914,0.126,1.26E-05,5.91E-06
Tb,396.722,2,0.04394,15,15,3.498,0.373,1.20E-05,4.07E-06
Tb,687.4207,2,0.01627,15,17,3.2,1.396,1.07E-05,2.76E-06
Tb,431.8828,1,0.3229,16,16,2.87,0,1.00E-05,1.77E-06
Tb,323.5787,2,0.08868,15,17,3.831,0,9.47E-06,4.19E-06
Tb,534.7857,2,0.001202,17,15,2.444,0.126,9.41E-06,1.09E-06
Tb,329.4001,2,0.1029,15,15,3.889,0.126,9.38E-06,4.33E-06
Tb,437.642,2,0.01677,15,13,3.272,0.439,8.86E-06,2.46E-06
Tb,433.8412,1,0.2905,14,16,2.857,0,8.20E-06,1.43E-06
Tb,476.2351,2,0.002898,15,15,2.729,0.126,8.08E-06,1.29E-06
Tb,292.4504,2,0.4553,17,15,4.612,0.373,7.48E-06,5.12E-06
Tb,540.2043,2,0.005873,13,13,2.936,0.641,7.44E-06,1.48E-06
Tb,262.8708,2,0.6372,15,17,4.715,0,7.22E-06,5.14E-06
Tb,578.5195,2,0.004479,15,13,2.933,0.79,6.61E-06,1.31E-06
Tb,478.9929,2,0.01703,15,13,3.378,0.79,6.57E-06,2.01E-06
Tb,678.5104,2,0.02843,13,13,3.514,1.687,6.41E-06,2.21E-06
Tb,349.1237,2,0.2079,15,13,4.341,0.79,5.84E-06,3.54E-06
Tb,311.7253,2,0.1671,17,15,4.35,0.373,5.21E-06,3.17E-06
Tb,463.6976,2,0.01234,13,13,3.315,0.641,4.97E-06,1.44E-06
Tb,285.5659,2,0.17,15,17,4.341,0,4.78E-06,2.89E-06
Tb,632.1563,2,0.01172,17,15,3.474,1.513,3.88E-06,1.29E-06
Tb,664.5373,2,0.0158,15,13,3.552,1.687,3.68E-06,1.31E-06
Tb,293.4802,2,0.1154,17,15,4.35,0.126,3.60E-06,2.19E-06
Tb,287.2314,2,0.1077,15,17,4.316,0,3.23E-06,1.93E-06
Tb,607.7814,2,0.01203,15,15,3.552,1.513,2.80E-06,9.99E-07
Tb,619.4488,2,0.009526,13,15,3.514,1.513,2.15E-06,7.41E-07
Tb,268.7818,2,0.1221,17,17,4.612,0,2.01E-06,1.37E-06
Tb,617.184,2,0.01433,13,13,3.695,1.687,1.93E-06,7.72E-07
Dy,353.17,2,1.56,20,18,3.51,0,9.15E-04,3.15E-04
Dy,396.839,2,0.455,16,18,3.123,0,6.68E-04,1.62E-04
Dy,394.468,2,0.307,18,18,3.142,0,4.79E-04,1.18E-04
Dy,364.54,2,0.62,18,16,3.503,0.103,3.34E-04,1.14E-04
Dy,387.211,2,0.254,18,18,3.201,0,3.32E-04,8.66E-05
Dy,400.045,2,0.254,18,16,3.201,0.103,3.32E-04,8.66E-05
Dy,407.796,2,0.202,18,16,3.142,0.103,3.15E-04,7.77E-05
Dy,340.78,2,0.488,18,18,3.637,0,1.79E-04,6.85E-05
Dy,410.33,2,0.104,16,16,3.123,0.103,1.53E-04,3.70E-05
Dy,421.172,1,2.08,19,17,2.943,0,1.49E-04,2.46E-05
Dy,369.481,2,0.237,16,16,3.457,0.103,1.29E-04,4.26E-05
Dy,375.737,2,0.201,16,16,3.402,0.103,1.29E-04,4.05E-05
Dy,353.8519,2,0.2285,18,18,3.503,0,1.23E-04,4.21E-05
Dy,353.602,2,1.01,18,16,4.044,0.538,1.22E-04,6.23E-05
Dy,353.496,2,0.3273,16,16,3.609,0.103,1.16E-04,4.32E-05
Dy,346.097,2,0.297,16,18,3.581,0,1.14E-04,4.15E-05
Dy,338.502,2,0.539,14,16,3.764,0.103,1.08E-04,4.55E-05
Dy,378.6175,2,0.1375,18,16,3.377,0.103,1.07E-04,3.28E-05
Dy,389.853,2,0.469,16,14,3.769,0.59,1.06E-04,4.48E-05
Dy,349.449,2,0.315,16,16,3.65,0.103,9.92E-05,3.83E-05
Dy,344.5574,2,0.2383,18,18,3.598,0,9.78E-05,3.62E-05
Dy,358.5057,2,0.1761,16,18,3.458,0,9.60E-05,3.16E-05
Dy,357.6245,2,0.9139,16,14,4.056,0.59,9.51E-05,4.89E-05
Dy,352.3983,2,0.9009,16,16,4.056,0.538,9.38E-05,4.82E-05
Dy,355.0218,2,1.097,14,14,4.081,0.59,9.35E-05,4.88E-05
Dy,339.3569,2,0.432,14,16,3.755,0.103,8.86E-05,3.71E-05
Dy,407.3121,2,0.2009,16,16,3.582,0.538,7.67E-05,2.81E-05
Dy,418.682,1,1.26,17,17,2.96,0,7.65E-05,1.29E-05
Dy,404.597,1,1.92,15,17,3.064,0,7.46E-05,1.40E-05
Dy,411.1343,2,0.02983,18,18,3.015,0,6.85E-05,1.49E-05
Dy,345.4317,2,0.2698,14,16,3.691,0.103,6.62E-05,2.64E-05
Dy,397.8561,2,0.6891,14,12,4.041,0.925,6.53E-05,3.32E-05
Dy,367.6588,2,0.1428,14,16,3.474,0.103,6.49E-05,2.17E-05
Dy,383.6505,2,0.2672,16,16,3.769,0.538,6.03E-05,2.55E-05
Dy,356.3148,2,0.1549,16,16,3.582,0.103,5.92E-05,2.16E-05
Dy,393.1529,2,0.2391,14,16,3.691,0.538,5.86E-05,2.34E-05
Dy,419.484,1,0.88,17,17,2.955,0,5.44E-05,9.10E-06
Dy,430.8628,2,0.0171,16,18,2.877,0,5.34E-05,1.01E-05
Dy,378.8436,2,0.07479,16,16,3.375,0.103,5.19E-05,1.59E-05
Dy,343.4369,2,0.1371,16,18,3.609,0,4.84E-05,1.81E-05
Dy,384.1309,2,0.06836,14,16,3.33,0.103,4.74E-05,1.40E-05
Dy,375.3504,2,0.05494,16,18,3.302,0,4.72E-05,1.35E-05
Dy,405.0565,2,0.1495,16,14,3.65,0.59,4.70E-05,1.82E-05
Dy,363.024,2,0.305,18,16,3.953,0.538,4.70E-05,2.26E-05
Dy,355.1617,2,0.6395,12,14,4.08,0.59,4.69E-05,2.45E-05
Dy,398.3651,2,0.147,16,16,3.65,0.538,4.63E-05,1.79E-05
Dy,399.6689,2,0.1851,14,14,3.691,0.59,4.54E-05,1.81E-05
Dy,444.9704,2,0.01062,16,18,2.786,0,4.41E-05,7.56E-06
Dy,367.4085,2,0.05065,20,18,3.374,0,4.41E-05,1.35E-05
Dy,387.3986,2,0.04858,16,16,3.302,0.103,4.17E-05,1.20E-05
Dy,495.7348,2,0.004011,16,18,2.5,0,4.11E-05,5.15E-06
Dy,372.4446,2,0.2568,14,16,3.866,0.538,3.88E-05,1.76E-05
Dy,374.7817,2,0.06874,14,16,3.41,0.103,3.76E-05,1.19E-05
Dy,414.31,2,0.0982,16,14,3.582,0.59,3.75E-05,1.37E-05
Dy,354.6832,2,0.09035,18,16,3.598,0.103,3.71E-05,1.37E-05
Dy,360.6118,2,0.7633,16,14,4.366,0.928,3.59E-05,2.19E-05
Dy,375.3692,2,0.2137,14,16,3.841,0.538,3.47E-05,1.55E-05
Dy,398.1922,2,0.3577,14,14,4.041,0.928,3.39E-05,1.73E-05
Dy,359.5034,2,1.664,18,18,4.762,1.314,3.39E-05,2.44E-05
Dy,357.6866,2,0.8705,14,14,4.394,0.928,3.34E-05,2.07E-05
Dy,350.6815,2,0.09095,18,16,3.637,0.103,3.34E-05,1.28E-05
Dy,354.2328,2,1.079,12,12,4.425,0.925,3.29E-05,2.07E-05
Dy,339.6157,2,0.1018,16,18,3.65,0,3.20E-05,1.24E-05
Dy,385.3027,2,0.1549,14,16,3.755,0.538,3.18E-05,1.33E-05
Dy,412.9425,2,0.08394,14,16,3.54,0.538,3.16E-05,1.12E-05
Dy,344.1448,2,0.1334,14,16,3.705,0.103,3.15E-05,1.27E-05
Dy,440.9383,2,0.008147,16,18,2.811,0,3.12E-05,5.50E-06
Dy,381.6761,2,0.5436,12,14,4.176,0.928,3.10E-05,1.71E-05
Dy,341.3784,2,0.124,16,16,3.734,0.103,3.09E-05,1.27E-05
Dy,386.9864,2,0.02651,16,18,3.203,0,3.06E-05,8.00E-06
Dy,519.2871,2,0.001745,18,18,2.387,0,2.89E-05,3.19E-06
Dy,358.5776,2,0.616,16,14,4.385,0.928,2.76E-05,1.70E-05
Dy,357.4153,2,0.7168,14,12,4.394,0.925,2.75E-05,1.70E-05
Dy,347.7068,2,0.4378,12,14,4.155,0.59,2.64E-05,1.44E-05
Dy,345.6559,2,0.4575,12,14,4.176,0.59,2.61E-05,1.44E-05
Dy,364.0249,2,0.2315,14,14,3.995,0.59,2.48E-05,1.23E-05
Dy,331.9878,2,0.09258,16,18,3.734,0,2.30E-05,9.49E-06
Dy,379.1868,2,0.03716,14,16,3.372,0.103,2.28E-05,6.96E-06
Dy,362.9417,2,1.535,14,16,4.828,1.413,2.08E-05,1.53E-05
Dy,425.6335,2,0.009048,18,16,3.015,0.103,2.08E-05,4.52E-06
Dy,325.1259,2,5.724,8,8,5.171,1.358,2.04E-05,1.66E-05
Dy,316.9993,2,0.1059,20,18,3.91,0,2.03E-05,9.50E-06
Dy,414.1506,2,0.01454,14,16,3.096,0.103,2.03E-05,4.79E-06
Dy,315.6521,2,3.632,18,16,5.34,1.413,2.02E-05,1.69E-05
Dy,369.8205,2,1.066,16,16,4.765,1.413,1.91E-05,1.38E-05
Dy,367.2302,2,0.891,16,18,4.689,1.314,1.91E-05,1.34E-05
Dy,364.8785,2,1.666,20,20,5.06,1.663,1.90E-05,1.50E-05
Dy,330.888,2,1.661,20,18,5.06,1.314,1.90E-05,1.50E-05
Dy,328.0093,2,0.114,16,16,3.882,0.103,1.89E-05,8.67E-06
Dy,357.7982,2,0.1359,18,16,4.003,0.538,1.83E-05,9.11E-06
Dy,513.9599,2,0.001346,16,18,2.412,0,1.83E-05,2.08E-06
Dy,420.6542,2,0.006438,18,18,2.947,0,1.82E-05,3.70E-06
Dy,437.424,2,0.005046,16,18,2.834,0,1.80E-05,3.25E-06
Dy,398.4209,2,0.4121,12,10,4.281,1.17,1.80E-05,1.05E-05
Dy,380.4143,2,0.0147,20,18,3.258,0,1.80E-05,4.96E-06
Dy,416.797,1,1.92,13,15,3.486,0.513,1.79E-05,5.08E-06
Dy,395.779,2,0.4283,12,10,4.301,1.17,1.78E-05,1.05E-05
Dy,422.111,1,1.28,17,15,3.449,0.513,1.75E-05,4.78E-06
Dy,349.8709,2,0.2041,14,16,4.081,0.538,1.74E-05,9.08E-06
Dy,331.6273,2,0.1051,14,16,3.841,0.103,1.71E-05,7.60E-06
Dy,458.936,1,0.137,15,17,2.701,0,1.67E-05,2.12E-06
Dy,350.5449,2,0.4889,14,14,4.464,0.928,1.58E-05,1.01E-05
Dy,321.6626,2,7.566,24,22,5.947,2.093,1.56E-05,1.43E-05
Dy,382.5681,2,0.2293,14,14,4.168,0.928,1.56E-05,8.57E-06
Dy,344.6996,2,0.7674,10,12,4.522,0.925,1.54E-05,1.01E-05
Dy,350.4528,2,1.187,10,10,4.707,1.17,1.53E-05,1.08E-05
Dy,391.4867,2,0.06314,14,16,3.705,0.538,1.49E-05,6.01E-06
Dy,394.2528,2,0.05946,16,14,3.734,0.59,1.48E-05,6.10E-06
Dy,357.3831,2,1.759,18,16,5.156,1.688,1.46E-05,1.18E-05
Dy,391.5591,2,0.07082,14,14,3.755,0.59,1.45E-05,6.08E-06
Dy,657.9368,1,0.008212,15,17,1.884,0,1.44E-05,7.03E-07
Dy,421.809,1,1.2,15,15,3.451,0.513,1.43E-05,3.94E-06
Dy,341.9629,2,0.4795,16,14,4.553,0.928,1.42E-05,9.47E-06
Dy,446.8138,2,0.004441,16,16,2.877,0.103,1.39E-05,2.62E-06
Dy,313.5383,2,1.902,20,18,5.267,1.314,1.37E-05,1.14E-05
Dy,334.0994,2,1.368,16,18,5.024,1.314,1.36E-05,1.06E-05
Dy,366.4614,2,1.798,8,10,4.846,1.463,1.34E-05,9.91E-06
Dy,370.757,2,0.02701,14,16,3.446,0.103,1.33E-05,4.35E-06
Dy,401.4702,2,0.1532,12,14,4.016,0.928,1.33E-05,6.67E-06
Dy,401.1285,2,0.1532,12,12,4.016,0.925,1.33E-05,6.67E-06
Dy,625.9088,1,0.008225,19,17,1.98,0,1.33E-05,7.27E-07
Dy,346.8432,2,1.385,8,10,4.743,1.17,1.31E-05,9.36E-06
Dy,412.4627,2,0.1177,12,12,3.931,0.925,1.28E-05,6.08E-06
Dy,386.8449,2,0.1984,12,12,4.13,0.925,1.28E-05,6.86E-06
Dy,387.9108,2,0.05085,16,16,3.734,0.538,1.27E-05,5.22E-06
Dy,403.6329,2,0.03563,16,16,3.609,0.538,1.26E-05,4.70E-06
Dy,367.3138,2,0.0181,16,18,3.375,0,1.26E-05,3.85E-06
Dy,358.6114,2,0.116,14,16,3.995,0.538,1.24E-05,6.14E-06
Dy,361.8509,2,0.03182,14,16,3.528,0.103,1.24E-05,4.33E-06
Dy,364.3925,2,0.01913,16,18,3.402,0,1.23E-05,3.85E-06
Dy,336.8106,2,0.03397,20,18,3.68,0,1.23E-05,4.85E-06
Dy,437.4765,2,0.01958,14,16,3.372,0.538,1.20E-05,3.67E-06
Dy,405.5145,2,0.2727,12,12,4.281,1.224,1.19E-05,6.97E-06
Dy,338.8851,2,0.2122,14,14,4.247,0.59,1.18E-05,6.76E-06
Dy,399.1316,2,0.5066,10,8,4.464,1.358,1.17E-05,7.47E-06
Dy,402.8322,2,3.798,20,18,5.667,2.59,1.17E-05,1.03E-05
Dy,380.6268,2,0.8487,14,14,4.828,1.572,1.15E-05,8.48E-06
Dy,335.3588,2,0.0632,14,16,3.799,0.103,1.15E-05,4.97E-06
Dy,395.0389,2,0.539,10,8,4.496,1.358,1.15E-05,7.46E-06
Dy,461.2259,1,0.08871,15,17,2.688,0,1.13E-05,1.41E-06
Dy,316.2834,2,2.247,16,16,5.332,1.413,1.13E-05,9.46E-06
Dy,359.2109,2,0.3874,10,12,4.376,0.925,1.11E-05,6.81E-06
Dy,403.247,2,0.5388,18,16,4.762,1.688,1.10E-05,7.90E-06
Dy,421.516,1,0.81,17,15,3.453,0.513,1.09E-05,3.00E-06
Dy,384.6341,2,0.05391,16,14,3.812,0.59,1.08E-05,4.72E-06
Dy,344.0927,2,3.374,22,22,5.696,2.093,1.07E-05,9.55E-06
Dy,360.0375,2,0.6266,12,12,4.667,1.224,1.06E-05,7.40E-06
Dy,342.5055,2,0.1181,18,16,4.157,0.538,1.06E-05,5.80E-06
Dy,349.6341,2,0.3895,12,12,4.471,0.925,1.06E-05,6.80E-06
Dy,341.4822,2,0.1552,14,16,4.168,0.538,1.05E-05,5.80E-06
Dy,362.0161,2,1.04,12,10,4.887,1.463,1.05E-05,7.92E-06
Dy,359.181,2,0.5863,16,18,4.765,1.314,1.05E-05,7.59E-06
Dy,323.5894,2,0.04414,20,18,3.831,0,1.05E-05,4.65E-06
Dy,347.1527,2,0.3538,14,14,4.499,0.928,1.05E-05,6.81E-06
Dy,347.1607,2,0.4918,10,12,4.496,0.925,1.05E-05,6.80E-06
Dy,347.1139,2,0.41,12,12,4.497,0.925,1.05E-05,6.80E-06
Dy,370.1623,2,0.5138,18,16,4.762,1.413,1.05E-05,7.53E-06
Dy,381.3673,2,0.1824,12,12,4.176,0.925,1.04E-05,5.75E-06
Dy,370.8221,2,0.08174,14,14,3.932,0.59,1.03E-05,4.91E-06
Dy,683.5421,1,0.004111,17,17,1.813,0,1.03E-05,4.63E-07
Dy,351.7262,2,2.001,6,8,4.882,1.358,1.03E-05,7.69E-06
Dy,303.8285,2,3.284,18,16,5.609,1.53,1.03E-05,9.01E-06
Dy,412.8239,2,0.09379,12,14,3.931,0.928,1.02E-05,4.84E-06
Dy,435.845,2,0.003605,18,16,2.947,0.103,1.02E-05,2.07E-06
Dy,314.114,2,0.07105,16,18,3.946,0,9.90E-06,4.74E-06
Dy,371.007,2,0.09077,12,14,3.931,0.59,9.89E-06,4.69E-06
Dy,516.9688,2,0.000959,16,16,2.5,0.103,9.82E-06,1.23E-06
Dy,403.3655,2,0.2006,12,10,4.243,1.17,9.65E-06,5.53E-06
Dy,538.9581,2,0.000435,18,18,2.3,0,9.55E-06,9.52E-07
Dy,331.272,2,0.1453,18,16,4.28,0.538,9.53E-06,5.57E-06
Dy,402.778,2,0.2289,12,12,4.301,1.224,9.49E-06,5.61E-06
Dy,395.4552,2,0.2714,10,10,4.304,1.17,9.31E-06,5.51E-06
Dy,362.4267,2,1.246,20,18,5.267,1.847,9.00E-06,7.45E-06
Dy,344.9892,2,0.1197,14,16,4.131,0.538,8.95E-06,4.82E-06
Dy,324.5124,2,2.887,20,18,5.667,1.847,8.88E-06,7.86E-06
Dy,393.2995,2,0.1189,12,14,4.08,0.928,8.72E-06,4.55E-06
Dy,384.2004,2,0.04341,14,16,3.765,0.538,8.68E-06,3.66E-06
Dy,462.0036,2,0.002087,16,16,2.786,0.103,8.66E-06,1.49E-06
Dy,394.693,2,0.6371,14,16,4.828,1.688,8.63E-06,6.36E-06
Dy,353.9369,2,0.1191,12,14,4.092,0.59,8.46E-06,4.45E-06
Dy,386.6578,2,0.1127,14,12,4.131,0.925,8.43E-06,4.53E-06
Dy,363.2774,2,1.021,12,14,4.984,1.572,8.31E-06,6.42E-06
Dy,358.0036,2,0.5116,12,12,4.686,1.224,8.28E-06,5.81E-06
Dy,355.8232,2,0.5668,10,10,4.653,1.17,8.27E-06,5.73E-06
Dy,422.516,1,1.95,15,13,3.808,0.874,8.26E-06,3.09E-06
Dy,363.7277,2,0.05932,16,16,3.946,0.538,8.26E-06,3.96E-06
Dy,350.1496,2,0.1283,12,14,4.13,0.59,8.25E-06,4.44E-06
Dy,321.5192,2,1.956,20,20,5.518,1.663,8.23E-06,7.14E-06
Dy,355.9295,2,0.64,10,12,4.707,1.224,8.23E-06,5.82E-06
Dy,586.8107,2,0.0002003,18,18,2.112,0,8.09E-06,6.48E-07
Dy,419.164,1,0.71,15,15,3.47,0.513,8.03E-06,2.24E-06
Dy,345.4509,2,1.416,16,16,5.276,1.688,8.03E-06,6.66E-06
Dy,404.1975,2,0.07474,14,14,3.995,0.928,8.00E-06,3.96E-06
Dy,473.1849,2,0.006913,14,16,3.158,0.538,8.00E-06,2.00E-06
Dy,370.7405,2,0.04782,16,16,3.882,0.538,7.93E-06,3.64E-06
Dy,419.5184,2,0.165,10,12,4.179,1.224,7.79E-06,4.31E-06
Dy,421.3181,1,2.166,13,13,3.816,0.874,7.76E-06,2.92E-06
Dy,369.7313,2,0.1766,12,14,4.281,0.928,7.71E-06,4.51E-06
Dy,330.8793,2,1.356,16,16,5.276,1.53,7.69E-06,6.38E-06
Dy,359.6056,2,0.3873,14,12,4.671,1.224,7.59E-06,5.29E-06
Ho,389.102,2,0.699,17,15,3.265,0.079,8.99E-04,3.06E-04
Ho,389.094,2,11.88,1,15,3.265,0.079,8.98E-04,3.06E-04
Ho,379.675,2,0.43,17,17,3.265,0,5.53E-04,1.88E-04
Ho,379.6748,2,7.296,1,17,3.265,0,5.51E-04,1.88E-04
Ho,381.0738,2,6.366,1,17,3.253,0,4.98E-04,1.68E-04
Ho,404.5474,2,2.673,1,17,3.064,0,3.63E-04,1.03E-04
Ho,339.898,2,0.635,17,17,3.647,0,2.80E-04,1.29E-04
Ho,339.8953,2,10.79,1,17,3.647,0,2.80E-04,1.28E-04
Ho,347.426,2,0.487,17,15,3.647,0.079,2.15E-04,9.86E-05
Ho,347.4247,2,8.282,1,15,3.647,0.079,2.15E-04,9.86E-05
Ho,341.6444,2,9.744,1,15,3.707,0.079,2.15E-04,1.03E-04
Ho,410.384,1,1.55,18,16,3.02,0,1.73E-04,3.24E-05
Ho,405.393,1,1.62,16,16,3.058,0,1.43E-04,2.79E-05
Ho,416.303,1,0.897,14,16,2.977,0,8.88E-05,1.59E-05
Ho,390.5634,2,0.9539,1,15,3.253,0.079,7.46E-05,2.52E-05
Ho,415.2585,2,0.498,1,15,3.064,0.079,6.77E-05,1.93E-05
Ho,341.4904,2,2.119,1,17,3.63,0,5.76E-05,2.61E-05
Ho,334.3609,2,1.732,1,17,3.707,0,3.82E-05,1.83E-05
Ho,412.716,1,2.1,16,14,3.675,0.672,2.93E-05,1.02E-05
Ho,404.081,1,0.373,14,16,3.067,0,2.79E-05,5.51E-06
Ho,417.323,1,0.258,14,16,2.97,0,2.61E-05,4.65E-06
Ho,410.862,1,2,14,14,3.689,0.672,2.35E-05,8.27E-06
Ho,598.29,1,0.0093,18,16,2.072,0,2.18E-05,1.40E-06
Ho,660.4915,1,0.004831,16,16,1.877,0,1.91E-05,9.75E-07
Ho,425.443,1,0.115,18,16,2.913,0,1.79E-05,3.00E-06
Ho,412.0176,1,0.1327,18,16,3.009,0,1.53E-05,2.84E-06
Ho,422.704,1,1.1,12,14,3.604,0.672,1.41E-05,4.63E-06
Ho,586.0264,1,0.00887,14,16,2.115,0,1.40E-05,9.48E-07
Ho,435.073,1,0.089,14,16,2.849,0,1.32E-05,2.06E-06
Ho,349.0914,2,0.4487,1,15,3.63,0.079,1.22E-05,5.53E-06
Ho,493.901,1,0.026,14,16,2.51,0,1.14E-05,1.22E-06
Ho,662.8977,1,0.002517,14,16,1.87,0,8.92E-06,4.51E-07
Ho,497.9958,1,0.01612,16,16,2.489,0,8.60E-06,9.01E-07
Ho,419.434,1,0.05681,16,16,2.955,0,6.89E-06,1.21E-06
Ho,608.1778,1,0.002402,18,16,2.038,0,6.28E-06,3.88E-07
Ho,592.173,1,0.003235,16,16,2.093,0,6.27E-06,4.14E-07
Ho,410.1085,1,0.06338,16,16,3.023,0,6.23E-06,1.17E-06
Ho,597.3507,1,0.003201,14,16,2.075,0,5.76E-06,3.72E-07
Ho,426.4051,1,0.04038,16,16,2.907,0,5.69E-06,9.48E-07
Ho,395.573,1,0.07661,16,16,3.134,0,5.35E-06,1.13E-06
Ho,351.0724,1,4.55,16,14,4.665,1.134,4.60E-06,3.00E-06
Ho,630.5304,1,0.001518,16,16,1.966,0,4.48E-06,2.54E-07
Ho,660.7425,1,0.0009069,18,16,1.876,0,4.05E-06,2.06E-07
Ho,536,1,0.00366,16,16,2.313,0,3.46E-06,2.96E-07
Ho,530.1261,1,0.004385,14,16,2.338,0,3.34E-06,2.94E-07
Ho,533.0082,1,0.003329,16,16,2.326,0,3.02E-06,2.62E-07
Ho,851.2995,1,0.005737,20,20,2.664,1.208,2.18E-06,2.79E-07
Ho,456.2512,1,0.2135,14,16,3.762,1.045,2.04E-06,7.61E-07
Ho,518.2034,1,0.05198,20,18,3.431,1.039,1.85E-06,5.20E-07
Ho,867.0224,1,8.72E-05,18,16,1.43,0,1.72E-06,5.11E-08
Ho,883.4424,1,0.0008921,14,14,2.075,0.672,1.61E-06,1.04E-07
Ho,342.4147,1,1.587,16,16,4.665,1.045,1.60E-06,1.05E-06
Ho,674.5043,1,0.003663,14,14,2.51,0.672,1.60E-06,1.72E-07
Ho,403.761,1,0.02058,14,16,3.07,0,1.53E-06,3.02E-07
Ho,471.7522,1,0.1437,14,14,3.762,1.134,1.37E-06,5.12E-07
Ho,461.3342,1,0.1132,16,18,3.726,1.039,1.37E-06,4.96E-07
Ho,406.7498,1,0.3007,16,16,4.092,1.045,1.32E-06,6.27E-07
Ho,545.1702,1,0.001008,18,16,2.274,0,1.22E-06,9.94E-08
Ho,562.7592,1,0.02042,18,18,3.242,1.039,1.15E-06,2.71E-07
Ho,682.1639,1,0.001853,16,14,2.489,0.672,9.88E-07,1.04E-07
Ho,781.54,1,0.1312,16,16,3.899,2.313,9.73E-07,4.05E-07
Ho,655.0867,1,0.104,18,16,3.858,1.966,9.72E-07,3.92E-07
Ho,444.4623,1,0.9249,16,18,4.665,1.876,9.34E-07,6.10E-07
Ho,769.041,1,0.002237,18,18,2.651,1.039,7.99E-07,1.01E-07
Ho,587.0822,1,0.01583,20,20,3.319,1.208,7.86E-07,1.99E-07
Ho,678.5408,1,0.1044,16,18,3.899,2.072,7.75E-07,3.22E-07
Ho,625.5618,1,0.02174,20,20,3.431,1.449,7.73E-07,2.17E-07
Ho,669.429,1,0.1307,14,16,3.945,2.093,7.47E-07,3.21E-07
Ho,478.2889,1,0.05867,16,14,3.726,1.134,7.08E-07,2.57E-07
Ho,758.9132,1,0.002086,18,18,2.672,1.039,6.95E-07,8.96E-08
Ho,341.8503,1,0.6563,16,18,4.665,1.039,6.63E-07,4.33E-07
Ho,771.9031,1,0.001797,18,16,2.651,1.045,6.42E-07,8.07E-08
Ho,693.9445,1,0.06295,18,18,3.858,2.072,5.88E-07,2.37E-07
Ho,762.7929,1,0.001439,20,18,2.664,1.039,5.47E-07,6.99E-08
Ho,443.4924,1,0.4966,16,14,4.665,1.87,5.02E-07,3.27E-07
Ho,761.7003,1,0.001397,18,16,2.672,1.045,4.66E-07,6.00E-08
Ho,504.472,1,0.01782,18,16,3.502,1.045,4.62E-07,1.39E-07
Ho,846.4702,1,0.001292,18,20,2.672,1.208,4.31E-07,5.55E-08
Ho,478.6297,1,0.4215,16,14,4.665,2.075,4.26E-07,2.78E-07
Ho,677.4617,1,0.06745,14,14,3.945,2.115,3.85E-07,1.66E-07
